date,in_situ,satellite
2023-05-22,0.26211550345673185,0.25874719582046607
2023-05-23,0.2847876861488077,0.2632491715503628
2023-05-24,0.2527731017580793,0.25368364590231274
2023-05-25,0.281081092535935,0.2745817380911957
2023-05-26,0.2745972782167741,0.26751752213477115
2023-05-27,0.24982170678265686,0.2602217953207495
2023-05-28,0.268633074181426,0.24004006708692785
2023-05-29,0.2714970622534397,0.2600551040789222
2023-05-30,0.27649990616716946,0.2380130439735302
2023-05-31,0.27565125952546315,0.24466353713506564
2023-06-01,0.28823025606262803,0.24669675686782916
2023-06-02,0.24661583842159002,0.20601416933385083
2023-06-03,0.2472373191383426,0.22208687620810538
2023-06-04,0.23315289479138826,0.23162129401119935
2023-06-05,0.23916488353342163,0.21475493634051016
2023-06-06,0.2627441884385389,
2023-06-07,0.2565550885116704,0.24781698712563213
2023-06-08,0.25160354053198525,0.2587582151648702
2023-06-09,0.26630162284001746,0.24425794032714795
2023-06-10,0.24703051884551097,0.21014086693133305
2023-06-11,0.23639459512913466,0.18952118370433751
2023-06-12,0.25246445979149823,0.25137379873650406
2023-06-13,0.23239863628368926,0.1997545175658397
2023-06-14,0.24038751282283322,0.18159584666584289
2023-06-15,0.2178050894788287,0.18219711013497963
2023-06-16,0.23636969016692272,0.2195424706894848
2023-06-17,0.2618110340110995,0.22411572914378802
2023-06-18,0.23087966498343654,0.24626528149239985
2023-06-19,0.20708746485343188,0.17538815125042181
2023-06-20,0.2229041338216312,0.21082861822085833
2023-06-21,0.23494576060366673,0.18068100013319174
2023-06-22,0.23456253766758767,0.237381364160002
2023-06-23,0.2115771659505787,0.2160608380937639
2023-06-24,0.22393001937426202,0.2137856326590294
2023-06-25,0.21239918849839007,0.1634041047185264
2023-06-26,0.19791631349881914,0.14607575882437268
2023-06-27,0.2354701528287138,0.2091448651412372
2023-06-28,0.19375594463216578,0.1862006486362596
2023-06-29,0.19889860575280074,0.17740244514172968
2023-06-30,0.1681542085752356,0.1378230283770027
